SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-28-2018,Condo/Co-op,2002 3rd St #207,San Francisco,CA,94107,1155000,2,2.0,Central Waterfront,1354,,2002,140,853,606,Sold,,,http://www.redfin.com/CA/San-Francisco/2002-3rd-St-94107/unit-207/home/12398215,San Francisco MLS,478447,N,Y,37.7639884,-122.3891649
PAST SALE,August-29-2018,Condo/Co-op,1 Crescent Way #1209,San Francisco,CA,94134,860000,2,2.0,Candlestick Point,1063,,2001,261,809,510,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Crescent-Way-94134/unit-1209/home/22879443,San Francisco MLS,473515,N,Y,37.7108396,-122.3901806
PAST SALE,May-30-2018,Condo/Co-op,2421 16th St #401,San Francisco,CA,94103,1333000,2,2.0,Inner Mission,1021,,2015,352,1306,677,Sold,,,http://www.redfin.com/CA/San-Francisco/2421-16th-St-94103/unit-401/home/109464722,San Francisco MLS,467276,N,Y,37.7653392,-122.4108175
PAST SALE,October-25-2018,Condo/Co-op,1152 Potrero Ave,San Francisco,CA,94110,1222000,2,2.5,Inner Mission,1222,,1907,204,1000,,Sold,,,http://www.redfin.com/CA/San-Francisco/1152-Potrero-Ave-94110/home/974367,San Francisco MLS,475010,N,Y,37.7537258,-122.4066741
PAST SALE,April-13-2018,Condo/Co-op,1317 Cole St,San Francisco,CA,94117,1650000,2,1.0,Parnassus/Ashbury Heights,1542,,1909,399,1070,300,Sold,,,http://www.redfin.com/CA/San-Francisco/1317-Cole-St-94117/home/17306288,San Francisco MLS,468118,N,Y,37.762229,-122.449533
PAST SALE,May-4-2018,Condo/Co-op,23 Belcher St,San Francisco,CA,94114,1700000,2,1.0,Duboce Triangle,1440,,1900,378,1181,86,Sold,,,http://www.redfin.com/CA/San-Francisco/23-Belcher-St-94114/home/867347,San Francisco MLS,469244,N,Y,37.768926,-122.429882
PAST SALE,May-25-2017,Condo/Co-op,232 Hermann St,San Francisco,CA,94117,1665000,2,1.0,Hayes Valley,1280,,1900,722,1301,335,Sold,,,http://www.redfin.com/CA/San-Francisco/232-Hermann-St-94117/home/110051548,San Francisco MLS,457408,N,Y,37.7705681,-122.4290718
PAST SALE,December-31-2018,Condo/Co-op,235 Waller St #3,San Francisco,CA,94102,950000,2,1.0,Hayes Valley,,,1964,137,,451,Sold,,,http://www.redfin.com/CA/San-Francisco/235-Waller-St-94102/unit-3/home/40628916,San Francisco MLS,479062,N,Y,37.7712314,-122.4275537
PAST SALE,June-26-2017,Condo/Co-op,4070 17th St,San Francisco,CA,94114,1330000,2,1.0,Corona Heights,983,,,690,1353,226,Sold,,,http://www.redfin.com/CA/San-Francisco/4070-17th-St-94114/home/55244534,San Francisco MLS,457634,N,Y,37.7625476,-122.4367743
PAST SALE,August-7-2017,Condo/Co-op,417 Ashbury St,San Francisco,CA,94117,1475000,2,1.0,Haight Ashbury,1352,,1947,648,1091,,Sold,,,http://www.redfin.com/CA/San-Francisco/417-Ashbury-St-94117/home/1458823,San Francisco MLS,459251,N,Y,37.771558,-122.447424
PAST SALE,August-31-2018,Condo/Co-op,262 Downey St,San Francisco,CA,94117,1200000,2,2.0,Buena Vista Park,,,1928,259,,139,Sold,,,http://www.redfin.com/CA/San-Francisco/262-Downey-St-94117/home/143842638,San Francisco MLS,473416,N,Y,37.7642483,-122.4465049
PAST SALE,April-19-2019,Condo/Co-op,568 Belvedere St,San Francisco,CA,94117,1601250,2,1.5,San Francisco,1519,,1924,28,1054,250,Sold,,,http://www.redfin.com/CA/San-Francisco/568-Belvedere-St-94117/home/854080,Bridge MLS,40859982,N,Y,37.762381,-122.447591
PAST SALE,July-21-2017,Condo/Co-op,1025 Lombard St #3,San Francisco,CA,94109,1650000,2,2.0,Russian Hill,,,1951,665,,565,Sold,,,http://www.redfin.com/CA/San-Francisco/1025-Lombard-St-94109/unit-3/home/1722216,San Francisco MLS,459226,N,Y,37.8018952,-122.4184536
PAST SALE,June-1-2018,Condo/Co-op,2555 Leavenworth St #302,San Francisco,CA,94133,1280000,2,2.0,Russian Hill,,,1961,350,,531,Sold,,,http://www.redfin.com/CA/San-Francisco/2555-Leavenworth-St-94133/unit-302/home/1570508,San Francisco MLS,470839,N,Y,37.8046931,-122.4187086
PAST SALE,July-24-2017,Condo/Co-op,445 Francisco St Unit F601,San Francisco,CA,94133,1995000,2,2.0,North Beach,1311,,2001,662,1522,706,Sold,,,http://www.redfin.com/CA/San-Francisco/445-Francisco-St-94133/unit-F601/home/1223925,San Francisco MLS,458079,N,Y,37.8043618,-122.4124476
PAST SALE,March-1-2019,Condo/Co-op,2151 Mason St,San Francisco,CA,94133,1100000,2,1.0,North Beach,1150,,1909,77,957,250,Sold,,,http://www.redfin.com/CA/San-Francisco/2151-Mason-St-94133/home/12355087,San Francisco MLS,479978,N,Y,37.803479,-122.4132369
PAST SALE,January-18-2019,Condo/Co-op,5120 Diamond Heights Blvd Unit B,San Francisco,CA,94131,910000,2,2.0,Diamond Heights,,,1964,119,,832,Sold,,,http://www.redfin.com/CA/San-Francisco/5120-Diamond-Heights-Blvd-94131/unit-B/home/1449444,San Francisco MLS,479652,N,Y,37.7468938,-122.4414064
PAST SALE,March-5-2018,Condo/Co-op,5150 Diamond Heights Blvd Unit 208B,San Francisco,CA,94131,875000,2,2.0,Diamond Heights,1175,,1972,438,745,634,Sold,,,http://www.redfin.com/CA/San-Francisco/5150-Diamond-Heights-Blvd-94131/unit-208B/home/838372,San Francisco MLS,467976,N,Y,37.746453,-122.440463
PAST SALE,January-25-2018,Condo/Co-op,451 Donahue St #301,San Francisco,CA,94124,738888,2,2.0,Hunters Point,1021,,2016,477,724,503,Sold,,,http://www.redfin.com/CA/San-Francisco/451-Donahue-St-94124/unit-301/home/109315498,San Francisco MLS,463870,N,Y,37.7290014,-122.3696392
PAST SALE,December-19-2018,Condo/Co-op,2780 19th Ave #75,San Francisco,CA,94132,850000,2,2.0,West Portal,1240,,1980,149,685,769,Sold,,,http://www.redfin.com/CA/San-Francisco/2780-19th-Ave-94132/unit-75/home/102818120,San Francisco MLS,478887,N,Y,37.7360169,-122.474053
PAST SALE,August-21-2017,Condo/Co-op,112 Russ St,San Francisco,CA,94103,805000,2,2.0,South of Market,814,,,634,989,242,Sold,,,http://www.redfin.com/CA/San-Francisco/112-Russ-St-94103/home/1272631,San Francisco MLS,453466,N,Y,37.7784443,-122.4081135
PAST SALE,August-31-2018,Condo/Co-op,870 Harrison St #605,San Francisco,CA,94107,1040000,2,1.5,Yerba Buena,,,2014,259,,569,Sold,,,http://www.redfin.com/CA/San-Francisco/870-Harrison-St-94107/unit-605/home/59933289,San Francisco MLS,472183,N,Y,37.7797425,-122.4013573
PAST SALE,June-29-2018,Condo/Co-op,99 Rausch St #519,San Francisco,CA,94103,1535000,2,2.0,South of Market,947,,2018,322,1621,758,Sold,,,http://www.redfin.com/CA/San-Francisco/99-Rausch-St-94103/unit-519/home/146111161,San Francisco MLS,472752,N,Y,37.7761989,-122.4090638
PAST SALE,July-11-2017,Condo/Co-op,259 Clara St #201,San Francisco,CA,94107,1195000,2,2.0,South of Market,1220,,2016,675,980,631,Sold,,,http://www.redfin.com/CA/San-Francisco/259-Clara-St-94107/unit-201/home/143015618,San Francisco MLS,460778,N,Y,37.7783469,-122.403506
PAST SALE,February-20-2019,Condo/Co-op,401 Harrison St Unit 17B,San Francisco,CA,94105,1620000,2,2.0,South Beach,1311,,2014,86,1236,1247,Sold,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-17B/home/112469885,San Francisco MLS,481084,N,Y,37.7863747,-122.3919931
PAST SALE,December-22-2017,Condo/Co-op,300 3rd St #1106,San Francisco,CA,94107,1325000,2,2.0,Yerba Buena,1472,,1990,511,900,820,Sold,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-1106/home/1131639,San Francisco MLS,465079,N,Y,37.7831802,-122.3990823
PAST SALE,June-23-2017,Condo/Co-op,300 3rd St #1014,San Francisco,CA,94107,1350000,2,2.0,Yerba Buena,1161,,1990,693,1163,739,Sold,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-1014/home/1103114,San Francisco MLS,458570,N,Y,37.7831802,-122.3990823
PAST SALE,August-10-2018,Condo/Co-op,246 2nd St #1106,San Francisco,CA,94105,1288168,2,2.0,Yerba Buena,1101,,2000,280,1170,629,Sold,,,http://www.redfin.com/CA/San-Francisco/246-2nd-St-94105/unit-1106/home/877591,San Francisco MLS,473579,N,Y,37.7857459,-122.3973982
PAST SALE,April-18-2018,Condo/Co-op,631 Folsom St Unit 4E,San Francisco,CA,94107,1090000,2,2.0,Yerba Buena,906,,2009,394,1203,761,Sold,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-4E/home/21966554,San Francisco MLS,466153,N,Y,37.7847302,-122.3968612
PAST SALE,July-19-2018,Condo/Co-op,631 Folsom St Unit 9D,San Francisco,CA,94107,1360000,2,2.0,Yerba Buena,1230,,2009,302,1106,918,Sold,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-9D/home/21966092,San Francisco MLS,470841,N,Y,37.7847302,-122.3968612
PAST SALE,August-21-2018,Condo/Co-op,631 Folsom St Unit 3B,San Francisco,CA,94107,1300000,2,2.0,Yerba Buena,1054,,2009,269,1233,843,Sold,,,http://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-3B/home/18904666,San Francisco MLS,473999,N,Y,37.7847302,-122.3968612
PAST SALE,April-25-2019,Condo/Co-op,1 Hawthorne St Unit 10E,San Francisco,CA,94105,1570000,2,2.0,Yerba Buena,1246,,2010,22,1260,835,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-10E/home/39604985,San Francisco MLS,481326,N,Y,37.7857356,-122.3989521
PAST SALE,July-16-2018,Condo/Co-op,55 Page St #330,San Francisco,CA,94102,1525000,2,2.0,Hayes Valley,1143,,2008,305,1334,648,Sold,,,http://www.redfin.com/CA/San-Francisco/55-Page-St-94102/unit-330/home/17306599,San Francisco MLS,472503,N,Y,37.7738899,-122.4218771
PAST SALE,March-5-2018,Condo/Co-op,342 Hayes St Unit A,San Francisco,CA,94102,1440000,2,2.5,Hayes Valley,1095,,1996,438,1315,613,Sold,,,http://www.redfin.com/CA/San-Francisco/342-Hayes-St-94102/unit-A/home/148064785,San Francisco MLS,466889,N,Y,37.7772472,-122.4221849
PAST SALE,September-17-2018,Condo/Co-op,1106 Eddy St Unit A,San Francisco,CA,94109,1035000,2,2.0,Western Addition,934,,1992,242,1108,452,Sold,,,http://www.redfin.com/CA/San-Francisco/1106-Eddy-St-94109/unit-A/home/576833,San Francisco MLS,474144,N,Y,37.7823893,-122.426087
PAST SALE,,Condo/Co-op,3827 Clay St,San Francisco,CA,94118,2400000,4,2.0,,,,1904,,,,,,,http://www.redfin.com/CA/San-Francisco/3827-Clay-St-94118/home/2023625,,,N,Y,37.78773,-122.455826
PAST SALE,October-6-2017,Condo/Co-op,28 Parker Ave #201,San Francisco,CA,94118,1015000,2,2.0,Jordan Park/Laurel Heights,895,,1929,588,1134,400,Sold,,,http://www.redfin.com/CA/San-Francisco/28-Parker-Ave-94118/unit-201/home/28653056,San Francisco MLS,462224,N,Y,37.7856589,-122.454398
PAST SALE,November-9-2018,Condo/Co-op,3114 Clay St #2,San Francisco,CA,94115,1055000,2,1.0,Pacific Heights,,,,189,,55,Sold,,,http://www.redfin.com/CA/San-Francisco/3114-Clay-St-94115/unit-2/home/114072749,San Francisco MLS,476492,N,Y,37.789647,-122.444525
PAST SALE,February-21-2019,Condo/Co-op,2875 Jackson St #3,San Francisco,CA,94115,1340000,2,1.0,Pacific Heights,978,,1923,85,1370,794,Sold,,,http://www.redfin.com/CA/San-Francisco/2875-Jackson-St-94115/unit-3/home/1979428,San Francisco MLS,480562,N,Y,37.7912111,-122.4423234
PAST SALE,March-12-2019,Condo/Co-op,341 Presidio Ave,San Francisco,CA,94118,1540000,2,1.0,Presidio Heights,1335,,1924,66,1154,,Sold,,,http://www.redfin.com/CA/San-Francisco/341-Presidio-Ave-94115/home/1179632,San Francisco MLS,481453,N,Y,37.7884914,-122.447324
PAST SALE,November-15-2017,Condo/Co-op,1177 California #724,San Francisco,CA,94108,1740000,2,2.0,Nob Hill,1653,,,548,1053,1420,Sold,,,http://www.redfin.com/CA/San-Francisco/1177-California-St-94108/unit-724/home/1707283,San Francisco MLS,463707,N,Y,37.7910262,-122.4136476
PAST SALE,November-6-2018,Condo/Co-op,60 Rausch St #308,San Francisco,CA,94103,1277250,2,2.0,South of Market,1560,,2002,192,819,546,Sold,,,http://www.redfin.com/CA/San-Francisco/60-Rausch-St-94103/unit-308/home/12398011,San Francisco MLS,476967,N,Y,37.7761258,-122.4096776
PAST SALE,December-27-2017,Condo/Co-op,1333 Jones St #910,San Francisco,CA,94109,2750000,2,2.0,Nob Hill,,,1960,506,,1878,Sold,,,http://www.redfin.com/CA/San-Francisco/1333-Jones-St-94109/unit-910/home/12400412,San Francisco MLS,460230,N,Y,37.793621,-122.4148823
PAST SALE,January-11-2019,Condo/Co-op,42 Sharon St,San Francisco,CA,94114,1200000,2,1.0,Eureka Valley/Dolore,,,,126,,353,Sold,,,http://www.redfin.com/CA/San-Francisco/42-Sharon-St-94114/home/705002,San Francisco MLS,479153,N,Y,37.765358,-122.430179
PAST SALE,May-19-2018,Condo/Co-op,1160 Mission St #2208,San Francisco,CA,94103,1315000,2,2.0,South of Market,1213,,2008,363,1084,930,Sold,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-2208/home/17305278,San Francisco MLS,467077,N,Y,37.7787037,-122.4126341
PAST SALE,,Condo/Co-op,690 Chestnut St #404,San Francisco,CA,94133,1195000,2,1.0,,,,1997,,,,,,,http://www.redfin.com/CA/San-Francisco/690-Chestnut-St-94133/unit-404/home/1665626,,,N,Y,37.8038387,-122.414563
PAST SALE,,Condo/Co-op,3620 19th St #35,San Francisco,CA,94110,1620000,2,2.0,,,,2008,,,,,,,http://www.redfin.com/CA/San-Francisco/3620-19th-St-94110/unit-35/home/16902997,,,N,Y,37.7606197,-122.4243633
PAST SALE,May-15-2019,Condo/Co-op,260 King St #877,San Francisco,CA,94107,1250000,2,2.0,Mission Bay,977,,2004,2,1279,815,Sold,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-877/home/11282440,San Francisco MLS,484054,N,Y,37.7776422,-122.3934181
PAST SALE,April-13-2018,Condo/Co-op,1919 Grant Ave,San Francisco,CA,94109,1775000,2,2.0,Telegraph Hill,,,1907,399,,400,Sold,,,http://www.redfin.com/CA/San-Francisco/1919-Grant-Ave-94133/home/104518609,San Francisco MLS,467513,N,Y,37.804673,-122.408612
PAST SALE,January-31-2019,Condo/Co-op,301 Crescent Ct #3103,San Francisco,CA,94134,810000,2,2.0,Candlestick Point,1042,,2007,106,777,502,Sold,,,http://www.redfin.com/CA/San-Francisco/301-Crescent-Ct-94134/unit-3103/home/12277915,San Francisco MLS,479517,N,Y,37.711177,-122.388087
PAST SALE,February-25-2019,Condo/Co-op,114 Beaumont Ave,San Francisco,CA,94118,1250000,2,1.0,Lone Mountain,1123,,1940,81,1113,260,Sold,,,http://www.redfin.com/CA/San-Francisco/114-Beaumont-Ave-94118/home/1920743,San Francisco MLS,480230,N,Y,37.7797759,-122.4545307
PAST SALE,August-14-2018,Condo/Co-op,501 Beale St Unit 8D,San Francisco,CA,94105,1749000,2,2.0,South Beach,1259,,2006,276,1389,1063,Sold,,,http://www.redfin.com/CA/San-Francisco/501-Beale-St-94105/unit-00008D/home/12330833,San Francisco MLS,471364,N,Y,37.7860605,-122.3893157
PAST SALE,March-29-2019,Condo/Co-op,1310 Fillmore St #801,San Francisco,CA,94115,1220000,2,2.0,Western Addition,1353,,2007,49,902,795,Sold,,,http://www.redfin.com/CA/San-Francisco/1310-Fillmore-St-94115/unit-801/home/17306632,San Francisco MLS,480564,N,Y,37.7819513,-122.4319769
PAST SALE,March-5-2019,Condo/Co-op,1760 Ofarrell St #19,San Francisco,CA,94115,987500,2,2.0,Western Addition,1061,,1984,73,931,515,Sold,,,http://www.redfin.com/CA/San-Francisco/1760-O-Farrell-St-94115/unit-19/home/1594684,San Francisco MLS,480621,N,Y,37.7834002,-122.4339706
PAST SALE,April-16-2019,Condo/Co-op,757 North Point St #2,San Francisco,CA,94109,1810000,2,2.25,Russian Hill,1560,1742,1989,31,1160,600,Sold,,,http://www.redfin.com/CA/San-Francisco/757-N-Point-St-94109/unit-2/home/537916,San Francisco MLS,483097,N,Y,37.8055851,-122.4196229
PAST SALE,November-13-2018,Condo/Co-op,621 Arguello Blvd #102,San Francisco,CA,94118,900000,2,1.5,Inner Richmond,1030,,1980,185,874,400,Sold,,,http://www.redfin.com/CA/San-Francisco/621-Arguello-Blvd-94118/unit-102/home/1830795,San Francisco MLS,476003,N,Y,37.7788404,-122.45908
PAST SALE,May-8-2019,Condo/Co-op,480 Mission Bay Blvd #1007,San Francisco,CA,94158,1800000,2,2.0,Mission Bay,1576,,2012,9,1142,848,Sold,,,http://www.redfin.com/CA/San-Francisco/480-Mission-Bay-Blvd-N-94158/unit-1007/home/40626134,San Francisco MLS,483594,N,Y,37.7715936,-122.3885893
PAST SALE,May-3-2019,Condo/Co-op,401 Harrison St Unit 14F,San Francisco,CA,94105,1850000,2,2.0,South Beach,1240,,2014,14,1492,1236,Sold,,,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-14F/home/144063884,San Francisco MLS,482406,N,Y,37.7863747,-122.3919931
PAST SALE,June-8-2018,Condo/Co-op,1470 Golden Gate Ave Unit 2A,San Francisco,CA,94115,1025000,2,2.0,Western Addition,1276,,1988,343,803,310,Sold,,,http://www.redfin.com/CA/San-Francisco/1470-Golden-Gate-Ave-94115/unit-2A/home/145331610,San Francisco MLS,469613,N,Y,37.7794012,-122.4347523
PAST SALE,April-2-2019,Condo/Co-op,1800 Turk St #402,San Francisco,CA,94115,1210000,2,1.0,Anza Vista,1018,,1991,45,1189,488,Sold,,,http://www.redfin.com/CA/San-Francisco/1800-Turk-St-94115/unit-402/home/594764,San Francisco MLS,481773,N,Y,37.7797813,-122.4390615
PAST SALE,May-9-2019,Condo/Co-op,1828 Eddy St #104,San Francisco,CA,94115,1160000,2,2.0,Western Addition,,,2000,8,,475,Sold,,,http://www.redfin.com/CA/San-Francisco/1828-Eddy-St-94115/unit-104/home/987324,San Francisco MLS,482327,N,Y,37.780929,-122.438483
PAST SALE,May-10-2019,Condo/Co-op,25 Western Shore Ln #4,San Francisco,CA,94115,570000,2,1.0,Western Addition,,,1963,7,,761,Sold,,,http://www.redfin.com/CA/San-Francisco/25-Western-Shore-Ln-94115/unit-4/home/12401697,San Francisco MLS,481545,N,Y,37.7842428,-122.4286183
PAST SALE,March-26-2018,Condo/Co-op,818 Van Ness #806,San Francisco,CA,94109,1495000,2,2.0,Van Ness/Civic Center,1308,,2008,417,1143,658,Sold,,,http://www.redfin.com/CA/San-Francisco/818-Van-Ness-Ave-94109/unit-806/home/40138187,San Francisco MLS,467884,N,Y,37.7832423,-122.4204784
PAST SALE,,Condo/Co-op,621 Spruce St,San Francisco,CA,94118,1775000,2,3.0,,,,1998,,,,,,,http://www.redfin.com/CA/San-Francisco/621-Spruce-St-94118/home/2015262,,,N,Y,37.783413,-122.453824
PAST SALE,November-26-2018,Condo/Co-op,256 Presidio Ave #5,San Francisco,CA,94115,1250000,2,1.0,Pacific Heights,964,,1902,172,1297,400,Sold,,,http://www.redfin.com/CA/San-Francisco/256-Presidio-Ave-94115/unit-5/home/1898858,San Francisco MLS,477720,N,Y,37.7893232,-122.4469036
PAST SALE,September-22-2017,Condo/Co-op,2101 Baker St #10,San Francisco,CA,94115,1210888,2,2.0,Pacific Heights,1300,,1964,602,931,546,Sold,,,http://www.redfin.com/CA/San-Francisco/2101-Baker-St-94115/unit-10/home/1050799,San Francisco MLS,461164,N,Y,37.7905317,-122.4445608
PAST SALE,,Condo/Co-op,2655 Bush St #203,San Francisco,CA,94115,,2,2.0,,,,2017,,,,Sold,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-203/home/144064059,San Francisco MLS,,N,Y,37.7858213,-122.4407699
PAST SALE,January-8-2019,Condo/Co-op,3382 Sacramento St,San Francisco,CA,94118,1185000,2,1.0,Presidio Heights,1062,,1907,129,1116,290,Sold,,,http://www.redfin.com/CA/San-Francisco/3382-Sacramento-St-94118/home/1492055,San Francisco MLS,479305,N,Y,37.7880888,-122.448322
PAST SALE,August-15-2018,Condo/Co-op,1701 Baker St,San Francisco,CA,94114,1406000,2,1.5,Lower Pacific Height,1122,,1890,275,1253,,Sold,,,http://www.redfin.com/CA/San-Francisco/1701-Baker-St-94115/home/858688,San Francisco MLS,472997,N,Y,37.786856,-122.443837
PAST SALE,February-19-2019,Condo/Co-op,2737 Bush St,San Francisco,CA,94115,1200000,2,2.0,Lower Pacific Height,1123,,,87,1069,388,Sold,,,http://www.redfin.com/CA/San-Francisco/2737-Bush-St-94115/home/39544312,San Francisco MLS,480126,N,Y,37.7857241,-122.4423101
PAST SALE,March-7-2019,Condo/Co-op,2655 Bush St Ph 503,San Francisco,CA,94115,1488000,2,2.0,Lower Pacific Height,1164,,2018,71,1278,841,Sold,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-503/home/140306025,San Francisco MLS,469856,N,Y,37.7858213,-122.4407699
PAST SALE,April-14-2019,Condo/Co-op,2733 Bush St,San Francisco,CA,94115,1285000,2,2.0,Lower Pacific Height,1100,,,33,1168,388,Sold,,,http://www.redfin.com/CA/San-Francisco/2733-Bush-St-94115/home/98401275,San Francisco MLS,482073,N,Y,37.7856824,-122.4422809
PAST SALE,December-19-2017,Condo/Co-op,3128 Laguna St Unit A,San Francisco,CA,94123,1310000,2,1.0,Cow Hollow,1150,,1909,514,1139,300,Sold,,,http://www.redfin.com/CA/San-Francisco/3128-Laguna-St-94123/unit-A/home/45353357,San Francisco MLS,464617,N,Y,37.8000187,-122.4307309
PAST SALE,August-13-2018,Condo/Co-op,114 Webster St,San Francisco,CA,94117,1635000,2,2.0,Hayes Valley,1942,,1900,277,842,150,Sold,,,http://www.redfin.com/CA/San-Francisco/114-Webster-St-94117/home/40456924,San Francisco MLS,473587,N,Y,37.771801,-122.4284759
PAST SALE,February-27-2018,Condo/Co-op,110 Channel St #533,San Francisco,CA,94158,1445000,2,2.0,Mission Bay,1181,,,444,1224,797,Sold,,,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-533/home/144789284,San Francisco MLS,466651,N,Y,37.7752599,-122.3908544
PAST SALE,May-16-2018,Condo/Co-op,177 Townsend #238,San Francisco,CA,94107,1154000,2,2.0,South Beach,1094,,2007,366,1055,733,Sold,,,http://www.redfin.com/CA/San-Francisco/177-Townsend-St-94107/unit-238/home/17304753,San Francisco MLS,469432,N,Y,37.7789817,-122.3917515
PAST SALE,May-4-2018,Condo/Co-op,88 King St #502,San Francisco,CA,94107,1450000,2,2.0,South Beach,1092,,2000,378,1328,1004,Sold,,,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-502/home/1616547,San Francisco MLS,468102,N,Y,37.7806302,-122.3896249
PAST SALE,January-26-2018,Condo/Co-op,72 Townsend St #709,San Francisco,CA,94107,1260000,2,2.0,South Beach,,,,476,,833,Sold,,,http://www.redfin.com/CA/San-Francisco/72-Townsend-St-94107/unit-709/home/108563665,San Francisco MLS,466137,N,Y,37.781388,-122.3903525
PAST SALE,August-15-2017,Condo/Co-op,250 King St #900,San Francisco,CA,94107,1253000,2,2.0,Mission Bay,1219,,,640,1028,856,Sold,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-900/home/22894325,San Francisco MLS,458713,N,Y,37.7776422,-122.3934181
PAST SALE,June-8-2018,Condo/Co-op,250 King St #1000,San Francisco,CA,94107,1345000,2,2.0,Mission Bay,1219,,2004,343,1103,907,Sold,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-1000/home/22889613,San Francisco MLS,469784,N,Y,37.7776422,-122.3934181
PAST SALE,September-13-2017,Condo/Co-op,250 King St #740,San Francisco,CA,94107,1050000,2,2.0,Mission Bay,1028,,2004,611,1021,810,Sold,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-740/home/22889162,San Francisco MLS,460342,N,Y,37.7776422,-122.3934181
PAST SALE,,Condo/Co-op,260 King St #687,San Francisco,CA,94107,,2,2.0,,,,2004,,,,Sold,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-687/home/22889388,San Francisco MLS,,N,Y,37.7776422,-122.3934181
PAST SALE,June-21-2018,Condo/Co-op,738 Long Bridge St #213,San Francisco,CA,94158,1685000,2,2.0,Mission Bay,1374,,2016,330,1226,970,Sold,,,http://www.redfin.com/CA/San-Francisco/738-Long-Bridge-St-94158/unit-213/home/109278474,San Francisco MLS,472586,N,Y,37.7717748,-122.3940731
PAST SALE,September-20-2018,Condo/Co-op,255 Berry St #308,San Francisco,CA,94158,1254000,2,1.0,Mission Bay,1045,,2004,239,1200,744,Sold,,,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-308/home/1058424,San Francisco MLS,474326,N,Y,37.7741864,-122.3947434
PAST SALE,June-16-2017,Condo/Co-op,255 Berry St #511,San Francisco,CA,94158,1225000,2,2.0,Mission Bay,1123,,2004,700,1091,687,Sold,,,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-511/home/1048025,San Francisco MLS,458658,N,Y,37.7741864,-122.3947434
PAST SALE,March-19-2018,Condo/Co-op,260 King St #705,San Francisco,CA,94107,1450000,2,2.0,Mission Bay,1488,,2004,424,974,932,Sold,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-705/home/8191010,San Francisco MLS,465178,N,Y,37.7776422,-122.3934181
PAST SALE,May-24-2018,Condo/Co-op,718 Long Bridge St #604,San Francisco,CA,94158,1720000,2,2.0,Mission Bay,1385,,2016,358,1242,970,Sold,,,http://www.redfin.com/CA/San-Francisco/718-Long-Bridge-St-94158/unit-604/home/109686931,San Francisco MLS,469128,N,Y,37.7712797,-122.3944641
PAST SALE,July-16-2018,Condo/Co-op,330 N Mission Bay Blvd #506,San Francisco,CA,94158,1250000,2,2.0,Mission Bay,,,2008,305,,860,Sold,,,http://www.redfin.com/CA/San-Francisco/330-Mission-Bay-Blvd-N-94158/unit-506/home/23424522,San Francisco MLS,469496,N,Y,37.771662,-122.3874533
PAST SALE,February-16-2018,Condo/Co-op,750 2nd St #202,San Francisco,CA,94107,2050000,2,2.0,South Beach,1752,,2013,455,1170,887,Sold,,,http://www.redfin.com/CA/San-Francisco/750-2nd-St-94107/unit-202/home/44513054,San Francisco MLS,466088,N,Y,37.7800057,-122.3902709
PAST SALE,October-2-2018,Condo/Co-op,435 China Basin St #337,San Francisco,CA,94158,1470000,2,2.0,Mission Bay,1372,,2012,227,1071,806,Sold,,,http://www.redfin.com/CA/San-Francisco/435-China-Basin-St-94158/unit-337/home/40629296,San Francisco MLS,473640,N,Y,37.7715936,-122.3885893
