SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-31-2017,Condo/Co-op,543 Central Ave,San Francisco,CA,94117,1350000,2,1.0,North Panhandle,,,1910,563,,237,Sold,,,http://www.redfin.com/CA/San-Francisco/543-Central-Ave-94117/home/40138248,San Francisco MLS,463037,N,Y,37.7747741,-122.444667
PAST SALE,November-19-2018,Condo/Co-op,350 Broderick St #316,San Francisco,CA,94117,1285000,2,2.0,North Panhandle,1070,,2007,179,1201,439,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Broderick-St-94117/unit-316/home/12196727,San Francisco MLS,475906,N,Y,37.7734397,-122.4387558
PAST SALE,July-11-2018,Condo/Co-op,1735 Grove St,San Francisco,CA,94117,1420000,2,1.0,North Panhandle,1262,,1913,310,1125,250,Sold,,,http://www.redfin.com/CA/San-Francisco/1735-Grove-St-94117/home/850406,San Francisco MLS,471121,N,Y,37.774732,-122.445119
PAST SALE,April-25-2019,Condo/Co-op,1990 Hayes St,San Francisco,CA,94117,1490000,2,2.0,North Panhandle,1067,,1996,22,1396,200,Sold,,,http://www.redfin.com/CA/San-Francisco/Unknown-94117/home/1804595,San Francisco MLS,482732,N,Y,37.7717185,-122.4438929
PAST SALE,November-8-2017,Condo/Co-op,1228 Grove St #2,San Francisco,CA,94117,1015000,2,1.0,Alamo Square,866,,1917,555,1172,350,Sold,,,http://www.redfin.com/CA/San-Francisco/1228-Grove-St-94117/unit-2/home/1313752,San Francisco MLS,463481,N,Y,37.7763068,-122.4369097
PAST SALE,,Condo/Co-op,567 Page St,San Francisco,CA,94117,1445000,2,1.0,,,,1900,,,,,,,http://www.redfin.com/CA/San-Francisco/567-Page-St-94117/home/110032796,,,N,Y,37.7728585,-122.4300476
PAST SALE,September-1-2017,Condo/Co-op,988 Fulton St #320,San Francisco,CA,94117,955000,2,2.0,Western Addition,900,,1999,623,1061,477,Sold,,,http://www.redfin.com/CA/San-Francisco/988-Fulton-St-94117/unit-320/home/22886998,San Francisco MLS,460758,N,Y,37.778036,-122.4325115
PAST SALE,October-5-2017,Condo/Co-op,465 Waller St,San Francisco,CA,94117,1420000,2,2.0,Hayes Valley,1350,,1908,589,1052,391,Sold,,,http://www.redfin.com/CA/San-Francisco/465-Waller-St-94117/home/143813439,San Francisco MLS,462550,N,Y,37.7708394,-122.4312629
PAST SALE,April-19-2018,Condo/Co-op,350 Broderick St #315,San Francisco,CA,94117,1250000,2,2.0,North Panhandle,970,,2007,393,1289,439,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Broderick-St-94117/unit-315/home/22855017,San Francisco MLS,472890,N,Y,37.7735294,-122.4388653
PAST SALE,September-21-2018,Condo/Co-op,133 Ashbury St,San Francisco,CA,94117,1325000,2,1.0,North Panhandle,1031,,1921,238,1285,400,Sold,,,http://www.redfin.com/CA/San-Francisco/133-Ashbury-St-94117/home/146588360,San Francisco MLS,474308,N,Y,37.774152,-122.4479375
PAST SALE,October-17-2018,Condo/Co-op,1058 Haight St #2,San Francisco,CA,94117,1450000,2,2.0,Haight Ashbury,1306,,1994,212,1110,240,Sold,,,http://www.redfin.com/CA/San-Francisco/1058-Haight-St-94117/unit-2/home/598303,San Francisco MLS,475467,N,Y,37.7711593,-122.4398623
PAST SALE,June-8-2017,Condo/Co-op,560 Haight St #103,San Francisco,CA,94117,1325000,2,2.0,Hayes Valley,1385,,,708,957,653,Sold,,,http://www.redfin.com/CA/San-Francisco/560-Haight-St-94117/unit-103/home/2002525,San Francisco MLS,457438,N,Y,37.7723976,-122.4313883
PAST SALE,May-30-2017,Condo/Co-op,235 Laussat St,San Francisco,CA,94117,1087500,2,2.0,Hayes Valley,1400,,1890,717,777,350,Sold,,,http://www.redfin.com/CA/San-Francisco/235-Laussat-St-94117/home/113899022,San Francisco MLS,457868,N,Y,37.771499,-122.4309977
PAST SALE,April-11-2018,Condo/Co-op,1683 Page St,San Francisco,CA,94117,1572000,2,1.0,Haight Ashbury,1325,,1901,401,1186,302,Sold,,,http://www.redfin.com/CA/San-Francisco/1683-Page-St-94117/home/17306347,San Francisco MLS,468641,N,Y,37.7706206,-122.4484555
PAST SALE,December-20-2017,Condo/Co-op,1236 Willard St,San Francisco,CA,94117,1070000,2,1.25,Parnassus/Ashbury Heights,,,1900,513,,200,Sold,,,http://www.redfin.com/CA/San-Francisco/1236-Willard-St-94117/home/108981791,San Francisco MLS,463453,N,Y,37.7656765,-122.4542734
PAST SALE,March-21-2018,Condo/Co-op,226-228 Carl St #228,San Francisco,CA,94117,1575000,2,2.0,Parnassus/Ashbury Heights,1458,,1937,422,1080,,Sold,,,http://www.redfin.com/CA/San-Francisco/226-Carl-St-94117/unit-228/home/144727324,San Francisco MLS,466358,N,Y,37.7655523,-122.4533538
PAST SALE,July-13-2018,Condo/Co-op,1225 Waller St,San Francisco,CA,94117,1080000,2,1.0,Buena Vista Park,1483,,1900,308,728,227,Sold,,,http://www.redfin.com/CA/San-Francisco/1225-Waller-St-94117/home/1031444,San Francisco MLS,469457,N,Y,37.769213,-122.4438707
PAST SALE,June-1-2017,Condo/Co-op,1209 Cole St,San Francisco,CA,94117,1700000,2,1.25,Parnassus/Ashbury Heights,1568,,1922,715,1084,,Sold,,,http://www.redfin.com/CA/San-Francisco/1209-Cole-St-94117/home/602606,San Francisco MLS,457668,N,Y,37.7629919,-122.449687
PAST SALE,June-9-2017,Condo/Co-op,356 Roosevelt Way,San Francisco,CA,94114,1025000,2,1.0,Corona Heights,,,1975,707,,225,Sold,,,http://www.redfin.com/CA/San-Francisco/356-Roosevelt-Way-94114/home/12277526,San Francisco MLS,457730,N,Y,37.765486,-122.442415
PAST SALE,December-21-2017,Condo/Co-op,238 Divisadero St Unit B,San Francisco,CA,94117,850000,2,1.0,Hayes Valley,846,,1900,512,1005,,Sold,,,http://www.redfin.com/CA/San-Francisco/238-Divisadero-St-94117/unit-B/home/144288234,San Francisco MLS,464558,N,Y,37.7710522,-122.4367533
PAST SALE,May-31-2018,Condo/Co-op,350 Broderick St #303,San Francisco,CA,94117,1386200,2,2.0,North Panhandle,1071,,2007,351,1294,439,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Broderick-St-94117/unit-303/home/14884579,San Francisco MLS,469555,N,Y,37.7734397,-122.4387558
PAST SALE,July-12-2018,Condo/Co-op,1930 Hayes St #4,San Francisco,CA,94117,1125000,2,1.5,North Panhandle,815,,1980,309,1380,250,Sold,,,http://www.redfin.com/CA/San-Francisco/1930-Hayes-St-94117/unit-4/home/1859628,San Francisco MLS,470166,N,Y,37.7739379,-122.4483507
PAST SALE,October-18-2018,Condo/Co-op,914 Stanyan St,San Francisco,CA,94117,1375000,2,2.0,Parnassus/Ashbury Heights,1479,,1906,211,930,300,Sold,,,http://www.redfin.com/CA/San-Francisco/914-Stanyan-St-94117/home/1467949,San Francisco MLS,474239,N,Y,37.766155,-122.452562
PAST SALE,April-19-2018,Condo/Co-op,615 Central Ave,San Francisco,CA,94117,1575000,2,1.0,North Panhandle,1520,,1916,393,1036,350,Sold,,,http://www.redfin.com/CA/San-Francisco/615-Central-Ave-94117/home/52059223,San Francisco MLS,468922,N,Y,37.77531,-122.444916
PAST SALE,November-28-2018,Condo/Co-op,955 Clayton St #1,San Francisco,CA,94117,1775000,2,2.0,Buena Vista Park,1986,,1904,170,894,478,Sold,,,http://www.redfin.com/CA/San-Francisco/955-Clayton-St-94117/unit-1/home/147501345,San Francisco MLS,475319,N,Y,37.7642979,-122.447606
PAST SALE,,Condo/Co-op,355 Buena Vista Ave E #112,San Francisco,CA,94117,1375000,2,2.0,,,,1986,,,,,,,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-112/home/1002641,,,N,Y,37.7671808,-122.4401329
PAST SALE,October-30-2018,Condo/Co-op,360 Fillmore St #3,San Francisco,CA,94117,900000,2,1.0,Hayes Valley,741,,1989,199,1215,200,Sold,,,http://www.redfin.com/CA/San-Francisco/360-Fillmore-St-94117/unit-3/home/147297129,San Francisco MLS,476658,N,Y,37.7727963,-122.4302899
PAST SALE,July-28-2017,Condo/Co-op,221 Steiner St,San Francisco,CA,94117,1342000,2,1.0,Hayes Valley,1525,,1900,658,880,500,Sold,,,http://www.redfin.com/CA/San-Francisco/221-Steiner-St-94117/home/579377,San Francisco MLS,457214,N,Y,37.771257,-122.432269
PAST SALE,December-12-2017,Condo/Co-op,544 Waller St #2,San Francisco,CA,94117,820000,2,1.0,Hayes Valley,832,,1982,521,986,162,Sold,,,http://www.redfin.com/CA/San-Francisco/544-Waller-St-94117/unit-2/home/1340656,San Francisco MLS,464000,N,Y,37.771145,-122.4327382
PAST SALE,July-11-2018,Condo/Co-op,4756 17th St,San Francisco,CA,94117,1700000,2,1.0,Parnassus/Ashbury Heights,1400,,1908,310,1214,411,Sold,,,http://www.redfin.com/CA/San-Francisco/4756-17th-St-94117/home/98272292,San Francisco MLS,471574,N,Y,37.7617891,-122.4488515
PAST SALE,May-23-2017,Condo/Co-op,1118 Fell St #2,San Francisco,CA,94117,710000,2,1.25,Alamo Square,960,,1904,724,740,100,Sold,,,http://www.redfin.com/CA/San-Francisco/1118-Fell-St-94117/unit-2/home/597322,San Francisco MLS,448918,N,Y,37.774449,-122.436405
PAST SALE,September-14-2017,Condo/Co-op,557 Fillmore St #4,San Francisco,CA,94117,1020000,2,2.0,Alamo Square,1000,3000,1900,610,1020,446,Sold,,,http://www.redfin.com/CA/San-Francisco/557-Fillmore-St-94117/unit-4/home/1999361,San Francisco MLS,461041,N,Y,37.7745713,-122.4311747
PAST SALE,September-8-2017,Condo/Co-op,210 Broderick St #2,San Francisco,CA,94117,625000,2,1.0,Haight Ashbury,,,1900,616,,,Sold,,,http://www.redfin.com/CA/San-Francisco/210-Broderick-St-94117/unit-2/home/1627681,San Francisco MLS,455362,N,Y,37.772456,-122.4386981
PAST SALE,December-12-2018,Condo/Co-op,502 Clayton St,San Francisco,CA,94117,1440000,2,1.0,Haight Ashbury,1418,,1901,156,1016,315,Sold,,,http://www.redfin.com/CA/San-Francisco/502-Clayton-St-94117/home/17305645,San Francisco MLS,478203,N,Y,37.77062,-122.448474
PAST SALE,November-6-2017,Condo/Co-op,708 Haight St,San Francisco,CA,94117,1500000,2,2.0,Hayes Valley,1463,,1997,557,1025,250,Sold,,,http://www.redfin.com/CA/San-Francisco/708-Haight-St-94117/home/1460226,San Francisco MLS,461311,N,Y,37.7719457,-122.4341088
PAST SALE,August-30-2017,Condo/Co-op,1828 Page St,San Francisco,CA,94117,1441000,2,2.0,Haight Ashbury,,,1900,625,,326,Sold,,,http://www.redfin.com/CA/San-Francisco/1828-Page-St-94117/home/2032810,San Francisco MLS,461450,N,Y,37.770733,-122.450991
PAST SALE,June-30-2017,Condo/Co-op,950 Steiner St #3,San Francisco,CA,94117,1210000,2,1.0,Western Addition,1158,,1900,686,1045,321,Sold,,,http://www.redfin.com/CA/San-Francisco/950-Steiner-St-94117/unit-3/home/12196113,San Francisco MLS,454242,N,Y,37.7782627,-122.4332097
PAST SALE,September-26-2018,Condo/Co-op,1832 Page St #1,San Francisco,CA,94117,1000000,2,2.0,Haight Ashbury,982,,,233,1018,403,Sold,,,http://www.redfin.com/CA/San-Francisco/1832-Page-St-94117/unit-1/home/18972475,San Francisco MLS,474918,N,Y,37.7706724,-122.4510696
PAST SALE,November-1-2017,Condo/Co-op,730 Shrader St,San Francisco,CA,94117,1070000,2,1.0,Parnassus/Ashbury Heights,,,1905,562,,150,Sold,,,http://www.redfin.com/CA/San-Francisco/730-Shrader-St-94117/unit-728/home/78386049,San Francisco MLS,462823,N,Y,37.7679541,-122.4513461
PAST SALE,August-15-2017,Condo/Co-op,12 Woodland Ave #1,San Francisco,CA,94117,925000,2,1.0,Parnassus/Ashbury Heights,810,,1903,640,1142,100,Sold,,,http://www.redfin.com/CA/San-Francisco/12-Woodland-Ave-94117/unit-1/home/671291,San Francisco MLS,460143,N,Y,37.7640889,-122.4532075
PAST SALE,September-27-2018,Condo/Co-op,280 Carl,San Francisco,CA,94117,1625000,2,2.0,Parnassus/Ashbury Heights,1444,2500,1900,232,1125,216,Sold,,,http://www.redfin.com/CA/San-Francisco/280-Carl-St-94117/home/12277467,San Francisco MLS,476800,N,Y,37.7655035,-122.4541083
PAST SALE,September-18-2017,Condo/Co-op,146 Beulah St,San Francisco,CA,94117,1350000,2,1.0,Parnassus/Ashbury Heights,1041,,1900,606,1297,218,Sold,,,http://www.redfin.com/CA/San-Francisco/146-Beulah-St-94117/home/28890213,San Francisco MLS,461104,N,Y,37.7676011,-122.4523121
PAST SALE,June-25-2018,Condo/Co-op,159 Clifford Ter,San Francisco,CA,94117,1235000,2,2.0,Buena Vista Park,1106,,1926,326,1117,345,Sold,,,http://www.redfin.com/CA/San-Francisco/159-Clifford-Ter-94117/home/671122,San Francisco MLS,468459,N,Y,37.7638981,-122.445385
PAST SALE,March-19-2018,Condo/Co-op,1701 Page St #1,San Francisco,CA,94117,1125000,2,1.0,Haight Ashbury,950,,1900,424,1184,250,Sold,,,http://www.redfin.com/CA/San-Francisco/1701-Page-St-94117/unit-1/home/859711,San Francisco MLS,466963,N,Y,37.7705486,-122.4490198
PAST SALE,May-25-2017,Condo/Co-op,232 Hermann St,San Francisco,CA,94117,1665000,2,1.0,Hayes Valley,1280,,1900,722,1301,335,Sold,,,http://www.redfin.com/CA/San-Francisco/232-Hermann-St-94117/home/110051548,San Francisco MLS,457408,N,Y,37.7705681,-122.4290718
PAST SALE,June-29-2018,Condo/Co-op,1171 Oak St #4,San Francisco,CA,94117,1200000,2,2.0,Haight Ashbury,,,,322,,403,Sold,,,http://www.redfin.com/CA/San-Francisco/1171-Oak-St-94117/unit-4/home/148068491,San Francisco MLS,470144,N,Y,37.772708,-122.43853
PAST SALE,April-26-2018,Condo/Co-op,1 Baker St Unit 5B,San Francisco,CA,94117,1225000,2,2.0,Haight Ashbury,1337,,1982,386,916,790,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Baker-St-94117/unit-5B/home/1931665,San Francisco MLS,468334,N,Y,37.770968,-122.4407319
PAST SALE,August-25-2017,Condo/Co-op,1335 Fulton St #301,San Francisco,CA,94117,1250000,2,1.5,North Panhandle,,,2007,630,,550,Sold,,,http://www.redfin.com/CA/San-Francisco/1335-Fulton-St-94117/unit-301/home/12298623,San Francisco MLS,460635,N,Y,37.7765382,-122.4388301
PAST SALE,July-12-2017,Condo/Co-op,350 Broderick St #405,San Francisco,CA,94117,1205000,2,2.0,North Panhandle,,,2007,674,,426,Sold,,,http://www.redfin.com/CA/San-Francisco/350-Broderick-St-94117/unit-405/home/22889850,San Francisco MLS,459131,N,Y,37.7734397,-122.4387558
PAST SALE,April-12-2019,Condo/Co-op,4758 17th St,San Francisco,CA,94117,1500000,2,1.0,Parnassus/Ashbury Heights,1310,1320,1905,35,1145,398,Sold,,,http://www.redfin.com/CA/San-Francisco/4758-17th-St-94117/home/110052401,San Francisco MLS,482572,N,Y,37.7617886,-122.4488645
PAST SALE,November-5-2018,Condo/Co-op,140 Beulah St,San Francisco,CA,94117,1100000,2,1.5,Parnassus/Ashbury Heights,1025,,,193,1073,262,Sold,,,http://www.redfin.com/CA/San-Francisco/140-Beulah-St-94117/home/28890212,San Francisco MLS,472483,N,Y,37.7676128,-122.4523129
PAST SALE,April-13-2018,Condo/Co-op,1317 Cole St,San Francisco,CA,94117,1650000,2,1.0,Parnassus/Ashbury Heights,1542,,1909,399,1070,300,Sold,,,http://www.redfin.com/CA/San-Francisco/1317-Cole-St-94117/home/17306288,San Francisco MLS,468118,N,Y,37.762229,-122.449533
PAST SALE,March-26-2019,Condo/Co-op,324 Scott St #1,San Francisco,CA,94117,1620000,2,1.5,Hayes Valley,1225,,1904,52,1322,249,Sold,,,http://www.redfin.com/CA/San-Francisco/324-Scott-St-94117/unit-1/home/1935180,San Francisco MLS,481379,N,Y,37.7728477,-122.4353464
PAST SALE,April-25-2019,Condo/Co-op,235 Pierce St,San Francisco,CA,94117,1400000,2,1.0,Hayes Valley,1500,,1895,22,933,,Sold,,,http://www.redfin.com/CA/San-Francisco/235-Pierce-St-94117/home/114083619,San Francisco MLS,481607,N,Y,37.77215,-122.434133
PAST SALE,,Condo/Co-op,355 Buena Vista Ave E #512,San Francisco,CA,94117,1025000,2,2.0,,,,1986,,,,,,,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-512/home/1848001,,,N,Y,37.7671808,-122.4401329
PAST SALE,December-29-2017,Condo/Co-op,355 Buena Vista Ave Unit 404W,San Francisco,CA,94117,1399000,2,2.0,Buena Vista Park,,,1986,504,,765,Sold,,,http://www.redfin.com/CA/San-Francisco/355-Buena-Vista-Ave-E-94117/unit-404W/home/148059237,San Francisco MLS,465271,N,Y,37.7671808,-122.4401329
PAST SALE,December-11-2017,Condo/Co-op,192 Downey St,San Francisco,CA,94117,1456000,2,1.25,Buena Vista Park,1145,,1900,522,1272,200,Sold,,,http://www.redfin.com/CA/San-Francisco/192-Downey-St-94117/home/871482,San Francisco MLS,464122,N,Y,37.7655306,-122.4466546
PAST SALE,March-29-2019,Condo/Co-op,1011 Clayton St,San Francisco,CA,94117,1720000,2,1.0,Buena Vista Park,1355,,1933,49,1269,165,Sold,,,http://www.redfin.com/CA/San-Francisco/1011-Clayton-St-94117/home/1077130,San Francisco MLS,480630,N,Y,37.7636708,-122.4473652
PAST SALE,June-21-2017,Condo/Co-op,1130 Shrader St #2,San Francisco,CA,94117,1250000,2,2.0,Parnassus/Ashbury Heights,1082,,1923,695,1155,306,Sold,,,http://www.redfin.com/CA/San-Francisco/1130-Shrader-St-94117/unit-2/home/109689326,San Francisco MLS,458656,N,Y,37.7642504,-122.4508437
PAST SALE,March-26-2019,Condo/Co-op,1169 Stanyan St,San Francisco,CA,94117,2300000,2,2.0,Parnassus/Ashbury Heights,1290,,,52,1783,350,Sold,,,http://www.redfin.com/CA/San-Francisco/1169-Stanyan-St-94117/home/147064174,San Francisco MLS,480261,N,Y,37.7628723,-122.4523703
PAST SALE,May-9-2018,Condo/Co-op,1731 Grove,SAN FRANCISCO,CA,94117,1700000,2,2.0,SAN FRANCISCO,1400,,1911,373,1214,300,Sold,,,http://www.redfin.com/CA/San-Francisco/1731-Grove-St-94117/home/1870280,MLSListings,ML81701638,N,Y,37.774781,-122.445008
PAST SALE,May-15-2018,Condo/Co-op,708 Masonic Ave,San Francisco,CA,94117,1350000,2,1.5,North Panhandle,1248,,1914,367,1082,242,Sold,,,http://www.redfin.com/CA/San-Francisco/708-Masonic-Ave-94117/home/864547,San Francisco MLS,469793,N,Y,37.7747083,-122.4459387
PAST SALE,May-9-2018,Condo/Co-op,2040 Fell St #12,San Francisco,CA,94117,1365000,2,1.0,North Panhandle,1593,,1925,373,857,571,Sold,,,http://www.redfin.com/CA/San-Francisco/2040-Fell-St-94117/unit-12/home/1953784,San Francisco MLS,469130,N,Y,37.772597,-122.451587
PAST SALE,,Condo/Co-op,1046 14th St Unit C,San Francisco,CA,94114,1087500,,6.0,,,,1907,,,,,,,http://www.redfin.com/CA/San-Francisco/1046-14th-St-94114/unit-C/home/924565,,,N,Y,37.7674672,-122.4368888
PAST SALE,October-22-2018,Condo/Co-op,1792 Page St,SAN FRANCISCO,CA,94117,1637000,2,1.0,SAN FRANCISCO,1319,2495,1900,207,1241,200,Sold,,,http://www.redfin.com/CA/San-Francisco/1792-Page-St-94117/home/147222119,MLSListings,ML81724782,N,Y,37.7707656,-122.4502325
PAST SALE,August-11-2017,Condo/Co-op,52 Alpine Ter #1,San Francisco,CA,94117,1600787,2,2.0,Buena Vista Park,,,2014,644,,234,Sold,,,http://www.redfin.com/CA/San-Francisco/52-Alpine-Ter-94117/unit-1/home/56827844,San Francisco MLS,459893,N,Y,37.7696257,-122.4379602
PAST SALE,April-13-2018,Condo/Co-op,51 1/2 Alpine Ter,San Francisco,CA,94117,900000,2,1.0,Buena Vista Park,,,1904,399,,261,Sold,,,http://www.redfin.com/CA/San-Francisco/51-1-2-Alpine-Ter-94117/home/144882131,San Francisco MLS,463637,N,Y,37.7696391,-122.4374435
